customer_id,full_name,gender,dob,cnic,nationality,phone,email,city,customer_type,license_no,has_own_license,loyalty_points,total_bookings,registration_date
CU01039,Hassan Nawaz,M,1993-11-12,85411-7908210-1,Pakistani,0333-9309706,hassan.nawaz412@gmail.com,Karachi,Corporate,,False,2130,12,2025-11-24
CU01040,Laiba Rana,F,1991-01-16,46466-9542077-8,Pakistani,0320-6367049,laiba.rana773@gmail.com,Multan,Corporate,KPK-217320,True,1942,9,2026-04-20
CU01041,Junaid Bhatti,M,1966-02-02,12788-8127267-9,Pakistani,0346-3010214,junaid.bhatti808@gmail.com,Murree,Individual,,False,865,8,2026-04-01
CU01042,Rizwan Hussain,M,1994-10-17,37297-9453649-9,Pakistani,0301-9510362,rizwan.hussain506@gmail.com,Karachi,Overseas Pakistani,PB-675014,True,3849,8,2024-06-26
CU01043,Noor Nawaz,F,1969-12-23,68917-1233615-5,Pakistani,0301-4901510,noor.nawaz735@gmail.com,Karachi,Individual,,False,69,10,2025-05-24
CU01044,Hassan Siddiqui,M,1968-08-28,34417-3142723-7,Pakistani,0311-6849893,hassan.siddiqui271@gmail.com,Lahore,Corporate,,False,1366,9,2022-03-22
CU01045,Sara Rana,F,1998-01-04,95507-6974357-8,Pakistani,0345-3247316,sara.rana8@gmail.com,Islamabad,Overseas Pakistani,KPK-894780,True,2289,5,2022-05-16
CU01046,Kamran Javed,M,1982-03-11,38192-3676989-5,Pakistani,0321-5029854,kamran.javed861@gmail.com,Karachi,Overseas Pakistani,BLN-774492,True,616,8,2022-05-02
CU01047,Kamran Gondal,M,1973-11-19,46313-8811741-1,Pakistani,0315-8963631,kamran.gondal155@gmail.com,Islamabad,Corporate,SND-368183,True,4704,8,2024-04-13
CU01048,Omar Siddiqui,M,1963-07-04,11833-5446209-4,Pakistani,0311-8033277,omar.siddiqui103@gmail.com,Quetta,Overseas Pakistani,ISB-659488,True,422,10,2022-03-14
CU01049,Zubair Nawaz,M,1979-05-12,29570-7700086-8,Pakistani,0311-1941043,zubair.nawaz957@gmail.com,Islamabad,Individual,PB-916878,True,287,9,2022-03-07
CU01050,Arif Iqbal,M,1977-07-14,57237-4298297-7,Pakistani,0346-1523067,arif.iqbal11@gmail.com,Abbottabad,Individual,KPK-587426,True,3897,11,2025-05-23
CU01051,Ahmed Sheikh,M,1982-03-14,13407-8740921-4,Pakistani,0315-8742335,ahmed.sheikh92@gmail.com,Islamabad,Individual,,False,1552,10,2026-03-22
CU01052,Uzma Butt,F,1967-03-10,76757-8929147-2,Pakistani,0333-9315027,uzma.butt146@gmail.com,Islamabad,Individual,PB-225777,True,204,11,2023-06-04
CU01053,Kamran Farooq,M,1972-07-12,31913-2147606-8,Pakistani,0300-8630079,kamran.farooq263@gmail.com,Karachi,Tourist,KPK-356773,True,3334,5,2022-04-21
CU01054,Sana Iqbal,F,1994-01-26,28903-2557646-7,Pakistani,0300-3417105,sana.iqbal351@gmail.com,Rawalpindi,Overseas Pakistani,PB-325101,True,4814,2,2023-07-07
CU01055,Sana Mehmood,F,2000-12-28,68468-8960123-3,Pakistani,0333-1379231,sana.mehmood214@gmail.com,Multan,Tourist,PB-541100,True,2892,4,2023-10-09
CU01056,Usman Hashmi,M,1978-05-06,13159-3247082-5,Pakistani,0321-7024535,usman.hashmi599@gmail.com,Islamabad,Individual,,False,4424,7,2023-12-20
CU01057,Ahmed Malik,M,1964-09-28,80388-2525364-3,Pakistani,0333-7788118,ahmed.malik776@gmail.com,Islamabad,Corporate,,False,2339,9,2026-02-09
CU01058,Nasir Ansari,M,1971-06-14,26633-4588544-8,Pakistani,0333-1986289,nasir.ansari930@gmail.com,Lahore,Individual,ISB-624497,True,4305,13,2023-07-06
CU01059,Tariq Khan,M,1982-12-06,N/A,UAE,0301-2837700,tariq.khan586@gmail.com,Karachi,Individual,ISB-614531,True,2388,12,2025-06-23
CU01060,Sana Ahmed,F,1979-08-11,79348-4382286-7,Pakistani,0315-3145093,sana.ahmed854@gmail.com,Rawalpindi,Individual,,False,1616,15,2026-05-28
CU01061,Imran Hussain,M,1984-03-27,15121-9458563-3,Pakistani,0301-4758120,imran.hussain588@gmail.com,Rawalpindi,Individual,,False,4323,13,2024-04-20
CU01062,Hamza Butt,M,1966-08-22,36122-9248819-3,Pakistani,0300-7027711,hamza.butt925@gmail.com,Karachi,Individual,,False,2693,10,2022-01-04
CU01063,Amna Khan,F,1962-09-25,48232-7766353-8,Pakistani,0312-2866127,amna.khan627@gmail.com,Islamabad,Corporate,ISB-103521,True,4228,10,2024-12-03
CU01064,Arif Bajwa,M,1964-01-14,22103-7450555-3,Pakistani,0312-3329746,arif.bajwa702@gmail.com,Islamabad,Individual,SND-311331,True,3741,8,2026-02-28
CU01065,Bushra Farooq,F,1985-11-21,11167-6651210-5,Pakistani,0346-2379095,bushra.farooq966@gmail.com,Karachi,Tourist,BLN-545914,True,3932,12,2023-06-13
CU01066,Ahmed Ali,M,1961-01-12,99692-4676191-4,Pakistani,0333-2992138,ahmed.ali912@gmail.com,Multan,Tourist,ISB-858133,True,2001,11,2024-07-01
CU01067,Hassan Nawaz,M,1999-07-31,58415-5347612-6,Pakistani,0346-3374338,hassan.nawaz778@gmail.com,Islamabad,Individual,BLN-943952,True,2531,15,2022-11-04
CU01068,Amna Rana,F,1971-08-27,52459-5012665-5,Pakistani,0333-7897378,amna.rana31@gmail.com,Peshawar,Corporate,SND-437276,True,3072,19,2025-03-23
CU01069,Tariq Raza,M,1986-02-08,29434-1900408-2,Pakistani,0300-3314386,tariq.raza274@gmail.com,Abbottabad,Individual,ISB-949465,True,1140,12,2025-12-17
CU01070,Sara Javed,F,1982-09-28,88179-5848379-1,Pakistani,0311-7561267,sara.javed145@gmail.com,Islamabad,Individual,ISB-656666,True,2839,11,2024-10-22
CU01071,Robia Hussain,F,1990-11-24,56990-4232187-7,Pakistani,0320-3680486,robia.hussain974@gmail.com,Rawalpindi,Individual,,False,1820,6,2023-12-07
CU01072,Fatima Khan,F,1973-03-20,82307-6570296-2,Pakistani,0346-2949434,fatima.khan704@gmail.com,Islamabad,Corporate,,False,3429,6,2022-05-23
CU01073,Salman Rana,M,1974-09-07,N/A,UK,0333-2919686,salman.rana905@gmail.com,Rawalpindi,Individual,,False,259,10,2022-05-05
CU01074,Omar Iqbal,M,1962-06-26,83604-5065168-9,Pakistani,0311-8688683,omar.iqbal89@gmail.com,Rawalpindi,Individual,ISB-194089,True,1439,8,2023-02-15
CU01075,Sana Bajwa,F,1992-12-20,26396-1492664-5,Pakistani,0346-7279062,sana.bajwa12@gmail.com,Quetta,Corporate,SND-871152,True,3517,11,2024-06-10
CU01076,Rabia Farooq,F,1999-12-23,16029-6124793-3,Pakistani,0311-8378720,rabia.farooq430@gmail.com,Karachi,Government,PB-993523,True,2456,7,2024-02-24
CU01077,Fatima Sheikh,F,1987-11-26,92040-4438621-5,Pakistani,0345-3498140,fatima.sheikh266@gmail.com,Islamabad,Individual,PB-466710,True,4573,6,2024-05-13
CU01078,Hamza Rizvi,M,1967-08-02,26543-8698180-3,Pakistani,0333-8601139,hamza.rizvi4@gmail.com,Islamabad,Individual,,False,4172,9,2024-03-13
CU01079,Saima Siddiqui,F,2001-10-19,46183-2284940-8,Pakistani,0333-8415493,saima.siddiqui523@gmail.com,Karachi,Individual,,False,2208,7,2026-06-07
CU01080,Saad Bhatti,M,1997-03-23,57396-1252408-1,Pakistani,0333-2826251,saad.bhatti826@gmail.com,Islamabad,Individual,BLN-418041,True,4100,17,2025-03-04
CU01081,Asad Malik,M,1965-08-19,50270-8034286-7,Pakistani,0346-3556182,asad.malik971@gmail.com,Islamabad,Overseas Pakistani,ISB-258141,True,711,7,2023-11-20
CU01082,Mehwish Hussain,F,1987-02-13,32553-1288432-7,Pakistani,0320-5748873,mehwish.hussain659@gmail.com,Karachi,Individual,ISB-903644,True,1013,6,2022-07-27
CU01083,Laiba Hashmi,F,1994-09-22,42647-1042302-7,Pakistani,0312-6145958,laiba.hashmi231@gmail.com,Islamabad,Corporate,KPK-810062,True,4806,5,2026-06-04
CU01084,Fahad Nawaz,M,1996-03-02,65020-1389216-7,Pakistani,0333-5356545,fahad.nawaz887@gmail.com,Islamabad,Individual,ISB-464187,True,805,11,2022-07-26
CU01085,Nadia Ahmed,F,1967-03-22,46564-2380122-3,Pakistani,0312-1491699,nadia.ahmed122@gmail.com,Murree,Individual,SND-153433,True,2547,10,2025-06-05
CU01086,Asma Ansari,F,1960-03-09,94129-9476460-7,Pakistani,0300-1980698,asma.ansari208@gmail.com,Murree,Individual,PB-165517,True,1651,5,2022-08-04
CU01087,Nasir Bajwa,M,1987-12-10,46178-1544147-1,Pakistani,0312-5996490,nasir.bajwa942@gmail.com,Karachi,Government,SND-952797,True,956,7,2023-05-08
CU01088,Kamran Hashmi,M,1993-07-13,N/A,Saudi,0300-2760974,kamran.hashmi906@gmail.com,Islamabad,Overseas Pakistani,SND-263145,True,2906,10,2025-11-01
CU01089,Ayesha Mehmood,F,1982-10-04,93379-8829244-9,Pakistani,0321-7117955,ayesha.mehmood944@gmail.com,Rawalpindi,Corporate,,False,77,8,2025-07-11
CU01090,Bilal Bhatti,M,1975-04-14,31819-9866499-8,Pakistani,0346-1058101,bilal.bhatti483@gmail.com,Islamabad,Corporate,PB-917249,True,3833,6,2025-05-11
CU01091,Rabia Bhatti,F,1965-01-08,77106-2863415-8,Pakistani,0311-3177321,rabia.bhatti916@gmail.com,Faisalabad,Individual,PB-809724,True,4880,7,2026-04-02
CU01092,Zubair Hussain,M,1981-07-31,39712-1676430-8,Pakistani,0333-2779095,zubair.hussain922@gmail.com,Lahore,Individual,ISB-290904,True,2349,11,2025-01-25
CU01093,Junaid Javed,M,1984-08-17,32245-5309952-5,Pakistani,0312-3264143,junaid.javed219@gmail.com,Rawalpindi,Individual,SND-295268,True,1329,7,2022-09-06
CU01094,Ahmed Qureshi,M,1987-01-09,44023-7684223-8,Pakistani,0300-7525222,ahmed.qureshi821@gmail.com,Karachi,Individual,,False,3624,9,2025-10-29
CU01095,Sara Ansari,F,1987-10-19,28617-2500599-6,Pakistani,0300-2936763,sara.ansari859@gmail.com,Karachi,Individual,,False,3330,8,2023-09-03
CU01096,Saima Ahmed,F,1960-03-13,95036-9769144-5,Pakistani,0311-5732337,saima.ahmed869@gmail.com,Lahore,Individual,PB-836956,True,921,11,2025-06-23
CU01097,Imran Bajwa,M,1966-02-21,13091-1171444-5,Pakistani,0301-8131766,imran.bajwa616@gmail.com,Rawalpindi,Overseas Pakistani,ISB-953590,True,126,10,2023-10-10
CU01098,Ayesha Malik,F,1964-07-11,82096-7511820-5,Pakistani,0333-5111559,ayesha.malik237@gmail.com,Rawalpindi,Individual,,False,2703,9,2023-04-22
CU01099,Ali Ahmed,M,1960-02-21,65130-5354973-3,Pakistani,0345-9481962,ali.ahmed840@gmail.com,Rawalpindi,Overseas Pakistani,,False,4794,5,2026-06-01
CU01100,Hassan Mirza,M,1981-03-11,20008-8533642-8,Pakistani,0321-2652229,hassan.mirza138@gmail.com,Islamabad,Individual,PB-721045,True,3048,8,2026-04-16
CU01101,Waqar Sheikh,M,1975-04-24,98007-8748721-3,American Pakistani,0312-7431585,waqar.sheikh20@gmail.com,Rawalpindi,Individual,PB-409996,True,2397,3,2024-06-10
CU01102,Noor Farooq,F,1972-07-26,18474-8407861-2,Pakistani,0300-8729138,noor.farooq209@gmail.com,Lahore,Individual,ISB-967078,True,4096,7,2024-08-07
CU01103,Zubair Hussain,M,1993-11-07,73065-2026789-4,Canadian Pakistani,0301-9165068,zubair.hussain326@gmail.com,Karachi,Corporate,,False,2514,9,2023-04-13
CU01104,Arif Butt,M,1999-11-11,52508-8701056-3,Pakistani,0333-1835682,arif.butt166@gmail.com,Lahore,Overseas Pakistani,BLN-281150,True,2722,12,2023-06-16
CU01105,Saima Raja,F,1983-09-09,77658-6037482-1,Pakistani,0345-7989714,saima.raja439@gmail.com,Lahore,Individual,KPK-242718,True,84,9,2024-07-01
CU01106,Saima Raja,F,1969-04-12,37295-7725763-8,Pakistani,0333-3321348,saima.raja367@gmail.com,Islamabad,Government,,False,4945,11,2022-09-14
CU01107,Waqar Ansari,M,1992-05-21,98057-1506832-5,Pakistani,0346-9779777,waqar.ansari403@gmail.com,Lahore,Individual,BLN-812427,True,1914,8,2022-12-28
CU01108,Kashif Farooq,M,1976-08-14,78790-3429177-8,Pakistani,0312-8014890,kashif.farooq761@gmail.com,Peshawar,Individual,,False,686,10,2023-11-02
CU01109,Faisal Ansari,M,2002-09-07,52161-7903721-8,Pakistani,0300-8947199,faisal.ansari513@gmail.com,Rawalpindi,Individual,,False,4877,2,2024-08-06
CU01110,Kashif Siddiqui,M,1971-06-04,13620-5047336-9,Pakistani,0320-3468978,kashif.siddiqui866@gmail.com,Islamabad,Overseas Pakistani,,False,1482,11,2024-09-03
CU01111,Zubair Mehmood,M,1997-07-23,33077-3943414-3,Pakistani,0345-2732875,zubair.mehmood109@gmail.com,Islamabad,Tourist,ISB-976522,True,3807,10,2024-01-30
CU01112,Robia Ansari,F,1987-03-20,48604-3644334-9,Pakistani,0321-2912938,robia.ansari296@gmail.com,Islamabad,Individual,KPK-977815,True,4525,8,2024-04-07
CU01113,Imran Ali,M,1976-10-23,11030-4478425-3,Pakistani,0311-1496403,imran.ali921@gmail.com,Islamabad,Individual,,False,1476,10,2026-03-10
CU01114,Adeel Rizvi,M,1960-08-15,62103-5506991-8,Pakistani,0301-2015860,adeel.rizvi433@gmail.com,Islamabad,Government,BLN-126500,True,585,10,2024-07-11
CU01115,Arif Khan,M,2001-05-04,68412-1659976-6,Pakistani,0300-1551939,arif.khan299@gmail.com,Islamabad,Government,,False,4778,5,2023-02-11
CU01116,Hamza Bhatti,M,1968-03-26,24828-8391531-3,Pakistani,0315-5674754,hamza.bhatti802@gmail.com,Rawalpindi,Individual,SND-554275,True,1979,10,2025-02-11
CU01117,Imran Bajwa,M,1961-06-16,30483-6868570-9,Pakistani,0321-2824114,imran.bajwa716@gmail.com,Karachi,Tourist,BLN-329621,True,4953,10,2023-04-06
CU01118,Kamran Butt,M,1994-01-02,85050-2977579-7,Pakistani,0312-6839505,kamran.butt668@gmail.com,Lahore,Corporate,ISB-412963,True,4613,13,2024-05-29
CU01119,Rizwan Ansari,M,1992-03-25,69456-3788447-9,Pakistani,0320-6970972,rizwan.ansari211@gmail.com,Lahore,Individual,,False,4817,10,2024-09-28
CU01120,Junaid Rana,M,1986-04-21,81582-8295556-5,Pakistani,0300-8024550,junaid.rana767@gmail.com,Lahore,Individual,SND-481039,True,3381,5,2022-02-14
CU01121,Nasir Khan,M,1989-11-01,31745-4123427-2,Pakistani,0321-6021304,nasir.khan904@gmail.com,Karachi,Individual,PB-749798,True,266,8,2023-07-27
CU01122,Adeel Ali,M,1986-03-26,42409-4460971-3,Pakistani,0300-3814759,adeel.ali251@gmail.com,Islamabad,Overseas Pakistani,,False,2928,7,2022-05-18
CU01123,Salman Siddiqui,M,2000-08-19,39654-6664736-5,Pakistani,0321-1560195,salman.siddiqui232@gmail.com,Karachi,Individual,SND-709112,True,4131,10,2025-02-09
CU01124,Maryam Javed,F,1995-02-20,31260-5941615-4,Pakistani,0333-3738232,maryam.javed607@gmail.com,Islamabad,Individual,SND-238687,True,59,5,2025-01-05
CU01125,Adeel Mehmood,M,1993-03-19,45319-5533586-2,Pakistani,0311-1965230,adeel.mehmood455@gmail.com,Lahore,Corporate,KPK-887854,True,4902,7,2024-03-15
CU01126,Fahad Gondal,M,1986-12-19,75065-7735859-4,Pakistani,0301-9071889,fahad.gondal471@gmail.com,Karachi,Government,KPK-716560,True,3044,11,2023-07-24
CU01127,Muhammad Qureshi,M,1968-03-05,36627-8518486-6,Canadian Pakistani,0315-2640625,muhammad.qureshi601@gmail.com,Karachi,Overseas Pakistani,PB-289594,True,3240,12,2024-07-03
CU01128,Imran Sheikh,M,1981-08-08,45922-8943215-6,Pakistani,0311-9534501,imran.sheikh645@gmail.com,Lahore,Tourist,,False,3265,7,2023-05-31
CU01129,Usman Javed,M,1961-02-20,39958-1443752-1,Pakistani,0315-3656490,usman.javed676@gmail.com,Abbottabad,Individual,,False,4366,8,2023-07-05
CU01130,Usman Hussain,M,1962-09-27,40182-6567769-6,Pakistani,0300-6331716,usman.hussain97@gmail.com,Islamabad,Tourist,KPK-320079,True,1143,7,2022-07-25
CU01131,Hassan Raza,M,1970-08-31,87500-8734220-3,Pakistani,0320-8820493,hassan.raza620@gmail.com,Karachi,Individual,PB-492546,True,2058,13,2022-09-26
CU01132,Ali Nawaz,M,1984-06-16,52118-2836456-3,British Pakistani,0300-6075294,ali.nawaz791@gmail.com,Islamabad,Tourist,,False,4446,9,2024-09-16
CU01133,Hamza Hashmi,M,1988-06-10,32302-8214175-6,Pakistani,0301-7005713,hamza.hashmi894@gmail.com,Lahore,Corporate,,False,468,6,2022-12-06
CU01134,Kamran Rizvi,M,1989-11-07,53718-9446593-6,Pakistani,0346-9898716,kamran.rizvi197@gmail.com,Rawalpindi,Individual,,False,4435,12,2022-12-18
CU01135,Aisha Javed,F,1979-08-12,12357-9521406-5,Pakistani,0333-9090896,aisha.javed129@gmail.com,Karachi,Individual,,False,4788,11,2026-05-15
CU01136,Asad Chaudhry,M,1998-09-05,86756-7573147-3,Pakistani,0346-3667979,asad.chaudhry177@gmail.com,Peshawar,Overseas Pakistani,PB-467382,True,70,8,2026-03-27
CU01137,Omar Siddiqui,M,1992-09-18,49305-8503142-3,Pakistani,0346-7898609,omar.siddiqui194@gmail.com,Peshawar,Overseas Pakistani,BLN-897420,True,2063,13,2023-01-05
CU01138,Ali Butt,M,1995-07-27,85156-3936064-1,Pakistani,0300-8004579,ali.butt404@gmail.com,Islamabad,Overseas Pakistani,PB-971865,True,3632,9,2022-03-23
CU01139,Zubair Khan,M,1971-10-07,57357-8219379-4,Pakistani,0311-2119934,zubair.khan489@gmail.com,Multan,Overseas Pakistani,,False,2335,14,2025-08-18
CU01140,Kamran Iqbal,M,1987-07-26,42192-7219910-4,Pakistani,0346-3980247,kamran.iqbal138@gmail.com,Islamabad,Tourist,PB-412348,True,3798,12,2022-07-11
CU01141,Adeel Iqbal,M,1977-02-23,79320-3408640-8,Pakistani,0345-1625318,adeel.iqbal329@gmail.com,Nathiagali,Corporate,,False,3276,12,2023-07-30
CU01142,Raza Mehmood,M,1978-10-01,61238-5720776-4,Pakistani,0346-6938942,raza.mehmood11@gmail.com,Murree,Individual,,False,120,10,2025-03-18
CU01143,Faisal Butt,M,1968-12-18,39220-2867709-4,Pakistani,0312-7884809,faisal.butt118@gmail.com,Rawalpindi,Individual,ISB-774144,True,2121,12,2023-08-03
CU01144,Mehwish Raza,F,1966-02-26,47710-2951260-4,Pakistani,0345-3997704,mehwish.raza476@gmail.com,Multan,Tourist,SND-790479,True,3181,7,2024-12-07
CU01145,Hamza Farooq,M,1961-06-02,33600-1755023-5,Pakistani,0333-2165369,hamza.farooq485@gmail.com,Lahore,Corporate,KPK-456705,True,819,7,2024-11-13
CU01146,Muhammad Ahmed,M,1997-06-30,49292-4066071-1,Pakistani,0311-5815583,muhammad.ahmed574@gmail.com,Murree,Corporate,PB-566927,True,2520,9,2023-07-01
CU01147,Sara Farooq,F,1982-04-04,35738-9405102-7,Pakistani,0315-5287055,sara.farooq460@gmail.com,Islamabad,Individual,,False,4671,8,2026-04-08
CU01148,Nadia Siddiqui,F,1999-03-19,27932-8013238-9,Pakistani,0315-1695624,nadia.siddiqui288@gmail.com,Rawalpindi,Corporate,SND-281358,True,1620,10,2024-11-22
CU01149,Kamran Hussain,M,1962-11-01,39771-9403033-6,Pakistani,0321-9081732,kamran.hussain760@gmail.com,Karachi,Government,KPK-282851,True,748,10,2024-03-11
CU01150,Rabia Mirza,F,1994-12-31,38884-9001986-9,Pakistani,0301-5393118,rabia.mirza689@gmail.com,Karachi,Individual,SND-152335,True,2496,8,2024-09-27
CU01151,Mehwish Mehmood,F,1964-03-17,37823-8667798-1,Pakistani,0333-7294416,mehwish.mehmood85@gmail.com,Rawalpindi,Individual,BLN-888992,True,3697,10,2025-08-27
CU01152,Noor Ansari,F,1971-07-02,60816-4923185-7,Pakistani,0346-2126482,noor.ansari377@gmail.com,Abbottabad,Overseas Pakistani,KPK-827718,True,713,7,2024-11-29
CU01153,Waqar Mehmood,M,1987-04-25,31880-2845435-1,Pakistani,0346-6168480,waqar.mehmood343@gmail.com,Karachi,Overseas Pakistani,ISB-831386,True,3722,12,2025-08-23
CU01154,Bushra Qureshi,F,1960-11-30,66151-1558114-6,Pakistani,0300-4823420,bushra.qureshi723@gmail.com,Rawalpindi,Individual,,False,2031,9,2024-06-28
CU01155,Hamza Bajwa,M,1982-11-03,97277-4539830-1,Pakistani,0333-8902122,hamza.bajwa718@gmail.com,Islamabad,Individual,ISB-674612,True,1111,4,2023-01-10
CU01156,Mehwish Ansari,F,1999-10-29,20653-1270862-9,Canadian Pakistani,0345-9524255,mehwish.ansari663@gmail.com,Nathiagali,Overseas Pakistani,BLN-551839,True,2695,19,2023-03-23
CU01157,Kashif Raja,M,1986-10-25,85057-7957679-4,Pakistani,0320-3838033,kashif.raja714@gmail.com,Peshawar,Individual,,False,4219,7,2025-11-21
CU01158,Fahad Nawaz,M,1993-11-28,93582-6413216-1,Pakistani,0320-3316100,fahad.nawaz143@gmail.com,Lahore,Individual,,False,966,9,2025-11-23
CU01159,Tariq Rana,M,1998-06-02,62621-8428647-1,Pakistani,0333-7555766,tariq.rana211@gmail.com,Lahore,Tourist,PB-979688,True,501,3,2026-04-11
CU01160,Arif Butt,M,1985-12-02,86050-3974790-9,Pakistani,0315-2343722,arif.butt690@gmail.com,Multan,Corporate,BLN-956058,True,4395,14,2022-11-24
CU01161,Nasir Malik,M,1978-10-12,40589-8778765-2,Pakistani,0345-1101935,nasir.malik547@gmail.com,Karachi,Government,,False,3464,10,2023-09-23
CU01162,Omar Qureshi,M,1986-05-06,N/A,Australia,0312-2461262,omar.qureshi691@gmail.com,Rawalpindi,Individual,PB-442711,True,2477,5,2025-11-08
CU01163,Laiba Javed,F,1960-11-11,64859-8543726-1,Pakistani,0333-4013728,laiba.javed66@gmail.com,Islamabad,Individual,BLN-456493,True,4412,8,2024-06-18
CU01164,Shoaib Hussain,M,1987-03-29,77191-5662993-4,Pakistani,0300-3461185,shoaib.hussain802@gmail.com,Lahore,Government,ISB-588540,True,4413,10,2022-08-17
CU01165,Waqar Khan,M,1977-05-01,98840-2910887-6,Pakistani,0346-1869144,waqar.khan106@gmail.com,Karachi,Government,SND-782089,True,2069,11,2026-05-01
CU01166,Junaid Raja,M,1966-05-14,36176-8529082-1,Pakistani,0301-8985182,junaid.raja56@gmail.com,Multan,Corporate,BLN-263657,True,3377,10,2025-07-15
CU01167,Faisal Ali,M,1969-02-17,18597-8621244-3,Pakistani,0333-3520317,faisal.ali542@gmail.com,Islamabad,Corporate,PB-729814,True,3396,7,2025-01-31
CU01168,Fahad Farooq,M,1973-04-11,13957-1322802-8,Pakistani,0311-9662750,fahad.farooq520@gmail.com,Murree,Overseas Pakistani,,False,4746,11,2023-11-26
CU01169,Nadia Rana,F,1989-01-05,10286-8096466-2,Pakistani,0315-7457188,nadia.rana880@gmail.com,Lahore,Individual,ISB-279820,True,3868,13,2024-04-11
CU01170,Muhammad Rizvi,M,1961-06-26,69806-1953257-3,Pakistani,0333-4265153,muhammad.rizvi689@gmail.com,Lahore,Overseas Pakistani,KPK-394241,True,2206,8,2023-03-24
CU01171,Sohail Qureshi,M,1988-04-08,99190-9129449-1,Pakistani,0301-3997127,sohail.qureshi12@gmail.com,Karachi,Corporate,,False,2418,11,2025-09-17
CU01172,Sana Raza,F,1967-04-13,86751-2510365-3,Pakistani,0312-8692845,sana.raza373@gmail.com,Karachi,Individual,PB-109389,True,1496,6,2025-02-03
CU01173,Sumera Bhatti,F,1978-03-03,59377-8530609-1,Pakistani,0311-5926528,sumera.bhatti249@gmail.com,Murree,Overseas Pakistani,SND-433704,True,1089,9,2026-04-16
CU01174,Maryam Ali,F,1975-10-15,20375-9938707-8,Pakistani,0321-5670464,maryam.ali696@gmail.com,Rawalpindi,Corporate,ISB-354879,True,3277,9,2025-12-08
CU01175,Waqar Rizvi,M,1966-08-03,75327-5173662-9,Pakistani,0321-5637981,waqar.rizvi962@gmail.com,Islamabad,Overseas Pakistani,SND-531084,True,1247,6,2023-02-09
CU01176,Rabia Ansari,F,1961-09-21,79329-7840953-5,Pakistani,0315-2236315,rabia.ansari133@gmail.com,Lahore,Tourist,,False,3054,11,2025-04-05
CU01177,Rizwan Hashmi,M,2000-11-17,16618-5304568-3,Pakistani,0315-9798556,rizwan.hashmi397@gmail.com,Nathiagali,Corporate,PB-273838,True,3364,8,2025-02-28
CU01178,Muhammad Qureshi,M,1978-09-14,33189-4173306-6,Pakistani,0333-3589058,muhammad.qureshi603@gmail.com,Lahore,Government,BLN-929555,True,4490,15,2023-05-23
CU01179,Arif Rizvi,M,1992-12-17,74937-8565514-3,Pakistani,0321-8278431,arif.rizvi13@gmail.com,Lahore,Government,KPK-227316,True,2023,12,2023-06-06
CU01180,Ahmed Nawaz,M,2002-07-03,22536-6492367-4,Pakistani,0315-9856360,ahmed.nawaz764@gmail.com,Nathiagali,Individual,,False,1553,8,2026-04-15
CU01181,Usman Malik,M,1978-01-19,16510-8825067-7,Pakistani,0311-2129757,usman.malik980@gmail.com,Islamabad,Individual,KPK-877195,True,1858,6,2022-03-11
CU01182,Sumera Ahmed,F,1969-10-07,74973-6392149-3,Pakistani,0346-8886588,sumera.ahmed136@gmail.com,Rawalpindi,Individual,,False,271,7,2025-04-26
CU01183,Hamza Rana,M,1974-09-05,97441-3272177-5,Pakistani,0300-6528202,hamza.rana636@gmail.com,Murree,Individual,,False,1239,9,2022-04-24
CU01184,Imran Mirza,M,1997-04-21,66112-2716391-5,Pakistani,0346-7722274,imran.mirza129@gmail.com,Islamabad,Corporate,,False,4656,14,2026-05-10
CU01185,Rizwan Ali,M,1989-02-10,10565-2429000-8,Pakistani,0321-5127277,rizwan.ali644@gmail.com,Gujranwala,Individual,ISB-570359,True,3346,9,2024-04-17
CU01186,Waqar Ansari,M,1985-08-26,N/A,Saudi,0320-1112869,waqar.ansari318@gmail.com,Rawalpindi,Individual,,False,2030,6,2026-06-17
CU01187,Robia Hussain,F,1965-05-28,73197-6297381-7,Pakistani,0301-1213619,robia.hussain54@gmail.com,Karachi,Individual,SND-614003,True,4062,6,2023-02-07
CU01188,Ali Hashmi,M,1975-09-07,33506-1754781-3,Pakistani,0321-2190891,ali.hashmi605@gmail.com,Islamabad,Individual,,False,1624,12,2024-11-22
CU01189,Bilal Bhatti,M,1961-10-22,50699-5614769-8,Pakistani,0320-1001433,bilal.bhatti799@gmail.com,Islamabad,Tourist,,False,2219,9,2024-10-07
CU01190,Faisal Mehmood,M,1983-12-23,18609-1086205-8,Pakistani,0333-6391404,faisal.mehmood79@gmail.com,Lahore,Individual,BLN-174755,True,3860,7,2025-07-13
CU01191,Kamran Rizvi,M,1998-04-11,96168-3792713-9,Pakistani,0315-6823594,kamran.rizvi81@gmail.com,Peshawar,Individual,,False,2195,4,2023-12-22
CU01192,Tariq Ali,M,1987-02-20,55129-6810230-9,Pakistani,0301-2601153,tariq.ali329@gmail.com,Murree,Corporate,SND-373229,True,2222,8,2026-01-11
CU01193,Saima Raja,F,1976-05-28,74473-8932181-1,Pakistani,0300-5782453,saima.raja12@gmail.com,Islamabad,Corporate,BLN-357771,True,103,5,2026-01-08
CU01194,Asad Sheikh,M,1984-03-15,81556-3510061-3,Pakistani,0301-1404895,asad.sheikh698@gmail.com,Rawalpindi,Individual,PB-717156,True,3134,9,2024-03-17
